Company,Sector,City,State,Ceo_woman,lat,long
SiteOne Landscape Supply,Wholesalers,Roswell,GA,no,34.02332,-84.360022
Texas Roadhouse,"Hotels, Restaurants & Leisure",Louisville,KY,no,38.2542376,-85.759407
Akamai Technologies,Technology,Cambridge,MA,no,42.3655767,-71.1040018
Brown-Forman,"Food, Beverages & Tobacco",Louisville,KY,no,38.2542376,-85.759407
Acuity Brands,Industrials,Atlanta,GA,no,33.7489924,-84.3902644
Navient,Financials,Wilmington,DE,no,39.7459468,-75.546589
Coterra Energy,Energy,Houston,TX,no,29.7589382,-95.3676974
Option Care Health,Health Care,Bannockburn,IL,no,42.1933581,-87.8664579
Floor & Decor Holdings,Retailing,Atlanta,GA,no,33.7489924,-84.3902644
Public Storage,Financials,Glendale,CA,no,34.1469416,-118.2478471
Cabot,Chemicals,Boston,MA,no,42.3554334,-71.060511
Crane Holdings,Industrials,Stamford,CT,no,41.0534302,-73.5387341
Atmos Energy,Energy,Dallas,TX,no,32.7762719,-96.7968559
Selective Insurance Group,Financials,Branchville,NJ,no,41.1464852,-74.7523874
Take-Two Interactive Software,Media,New York,NY,no,40.7127281,-74.0060152
Boyd Gaming,"Hotels, Restaurants & Leisure",Las Vegas,NV,no,36.1672559,-115.148516
Plexus,Technology,Neenah,WI,no,44.1858193,-88.462609
ScanSource,Wholesalers,Greenville,SC,no,34.851354,-82.3984882
Franchise Group,Retailing,Delaware,OH,no,40.2986724,-83.067965
NLV Financial,Financials,Montpelier,VT,no,44.2602164,-72.5751208
CrossAmerica Partners,Energy,Allentown,PA,no,40.6022059,-75.4712794
Mr. Cooper Group,Financials,Coppell,TX,no,32.9552598,-97.0155703
Fortinet,Technology,Sunnyvale,CA,no,37.3688301,-122.036349
Brinker International,"Hotels, Restaurants & Leisure",Dallas,TX,no,32.7762719,-96.7968559
Albemarle,Chemicals,Charlotte,NC,no,35.2272086,-80.8430827
Peabody Energy,Energy,St. Louis,MO,no,38.6280278,-90.1910154
Light & Wonder,"Hotels, Restaurants & Leisure",Las Vegas,NV,no,36.1672559,-115.148516
Evercore,Financials,New York,NY,no,40.7127281,-74.0060152
Stewart Information Services,Financials,Houston,TX,no,29.7589382,-95.3676974
Central Garden & Pet,Household Products,Walnut Creek,CA,no,37.9020731,-122.0618702
GMS,Wholesalers,Tucker,GA,no,33.8532701,-84.2200729
H.B. Fuller,Chemicals,St. Paul,MN,no,44.9497487,-93.0931028
Middleby,Industrials,Elgin,IL,no,42.03726,-88.2810994
Renewable Energy Group,Energy,Ames,IA,yes,42.0267567,-93.6170448
MSC Industrial Direct,Wholesalers,Melville,NY,no,40.7934322,-73.4151214
Vishay Intertechnology,Technology,Malvern,PA,no,40.036202,-75.5138959
Applied Industrial Technologies,Wholesalers,Cleveland,OH,no,41.4996574,-81.6936772
Lincoln Electric Holdings,Industrials,Cleveland,OH,no,41.4996574,-81.6936772
First Horizon,Financials,Memphis,TN,no,35.1460249,-90.0517638
Spirit Airlines,Transportation,Miramar,FL,no,25.9873137,-80.2322706
AptarGroup,Materials,Crystal Lake,IL,no,42.2411344,-88.3161965
Citrix Systems,Technology,Fort Lauderdale,FL,no,26.1223084,-80.1433786
IDEXX Laboratories,Health Care,Westbrook,ME,no,43.6763036,-70.3663874
Tetra Tech,Engineering & Construction,Pasadena,CA,no,49.0139234,-57.5986531
Lyft,Technology,San Francisco,CA,no,37.7790262,-122.419906
Gannett,Media,McLean,VA,no,38.9342888,-77.1776327
ResMed,Health Care,San Diego,CA,no,32.7174202,-117.1627728
Designer Brands,Retailing,Columbus,OH,no,39.9622601,-83.0007065
Graham Holdings,Business Services,Arlington,VA,no,38.8903961,-77.0841585
Vroom,Retailing,New York,NY,no,40.7127281,-74.0060152
Worthington Industries,Materials,Columbus,OH,no,39.9622601,-83.0007065
Calumet Specialty Products Partners,Energy,Indianapolis,IN,no,39.7683331,-86.1583502
Xilinx,Technology,San Jose,CA,yes,37.3361663,-121.890591
TransUnion,Business Services,Chicago,IL,no,41.8755616,-87.6244212
Travel + Leisure,"Hotels, Restaurants & Leisure",Orlando,FL,no,28.5421109,-81.3790304
Topgolf Callaway Brands,"Hotels, Restaurants & Leisure",Carlsbad,CA,no,33.1580933,-117.3505966
Dycom Industries,Engineering & Construction,Palm Beach Gardens,FL,no,26.8233946,-80.1386547
Columbia Sportswear,Apparel,Portland,OR,no,45.5202471,-122.674194
Coherent,Technology,Saxonburg,PA,no,40.7539956,-79.8103943
Change Healthcare,Health Care,Nashville,TN,yes,36.1622767,-86.7742984
Grocery Outlet Holding,Food & Drug Stores,Emeryville,CA,no,37.8314089,-122.2865266
AMC Networks,Media,New York,NY,yes,40.7127281,-74.0060152
Hyster-Yale Materials Handling,Industrials,Cleveland,OH,no,41.4996574,-81.6936772
ChampionX,Energy,The Woodlands,TX,no,30.1734194,-95.504686
Comfort Systems USA,Engineering & Construction,Houston,TX,no,29.7589382,-95.3676974
EQT,Energy,Pittsburgh,PA,no,40.4416941,-79.9900861
Brown & Brown,Financials,Daytona Beach,FL,no,29.2108147,-81.0228331
LGI Homes,Engineering & Construction,The Woodlands,TX,no,30.1734194,-95.504686
Hyatt Hotels,"Hotels, Restaurants & Leisure",Chicago,IL,no,41.8755616,-87.6244212
Comerica,Financials,Dallas,TX,no,32.7762719,-96.7968559
Energizer Holdings,Household Products,St. Louis,MO,no,38.6280278,-90.1910154
Hill-Rom Holdings,Health Care,Chicago,IL,no,41.8755616,-87.6244212
Rackspace Technology,Technology,San Antonio,TX,no,29.4246002,-98.4951405
Verisk Analytics,Business Services,Jersey City,NJ,no,40.7215682,-74.047455
Spectrum Brands Holdings,Household Products,Middleton,WI,no,43.0962919,-89.5119565
Euronet Worldwide,Business Services,Leawood,KS,no,38.966673,-94.6169012
TEGNA,Media,Tysons,VA,no,38.918592,-77.2314723
Vontier,Technology,Raleigh,NC,no,35.7803977,-78.6390989
Cadence Design Systems,Technology,San Jose,CA,no,37.3361663,-121.890591
Incyte,Health Care,Wilmington,DE,no,39.7459468,-75.546589
Match Group,Technology,Dallas,TX,no,32.7762719,-96.7968559
Valvoline,Chemicals,Lexington,KY,no,38.0464066,-84.4970393
EnerSys,Industrials,Reading,PA,no,40.335345,-75.9279495
Avaya Holdings,Technology,Durham,NC,no,35.996653,-78.9018053
UWM Holdings,Financials,Pontiac,MI,no,42.6389216,-83.2910468
Zions Bancorp.,Financials,Salt Lake City,UT,no,40.7596198,-111.886797
Quad/Graphics,Media,Sussex,WI,no,43.1339001,-88.2220372
MKS Instruments,Technology,Andover,MA,no,42.65717,-71.1408776
Arista Networks,Technology,Santa Clara,CA,yes,37.3541132,-121.955174
Interactive Brokers Group,Financials,Greenwich,CT,no,41.0264862,-73.6284598
Range Resources,Energy,Fort Worth,TX,no,32.753177,-97.3327459
Atkore,Industrials,Harvey,IL,no,41.6100344,-87.6467132
Cheesecake Factory,"Hotels, Restaurants & Leisure",Calabasas Hills,CA,no,34.1320029,-118.7108266
First Solar,Energy,Tempe,AZ,no,33.4255117,-111.9400164
Bio-Rad Laboratories,Technology,Hercules,CA,no,38.0171441,-122.2885808
Cooper Cos.,Health Care,San Ramon,CA,no,37.7648021,-121.9544387
Envista Holdings,Health Care,Brea,CA,no,33.9170444,-117.888855
Alight,Business Services,Lincolnshire,IL,no,42.1900249,-87.9084039
Newmark Group,Financials,New York,NY,no,40.7127281,-74.0060152
PC Connection,Wholesalers,Merrimack,NH,no,42.8650864,-71.4934004
Host Hotels & Resorts,Financials,Bethesda,MD,no,38.9814093,-77.1178538
Boston Properties,Financials,Boston,MA,no,42.3554334,-71.060511
Western Midstream Partners,Energy,The Woodlands,TX,no,30.1734194,-95.504686
Magellan Midstream Partners,Energy,Tulsa,OK,no,36.1563122,-95.9927516
Hillenbrand,Industrials,Batesville,IN,yes,39.3000065,-85.222184
Donaldson,Industrials,Minneapolis,MN,no,44.9772995,-93.2654692
Moog,Aerospace & Defense,East Aurora,NY,no,42.7689141,-78.6177611
Hawaiian Electric Industries,Energy,Honolulu,HI,no,21.304547,-157.855676
Five Below,Retailing,Philadelphia,PA,no,39.9527237,-75.1635262
Twilio,Technology,San Francisco,CA,no,37.7790262,-122.419906
Univision Communciations,Media,New York,NY,no,40.7127281,-74.0060152
Annaly Capital Management,Financials,New York,NY,no,40.7127281,-74.0060152
Fleetcor Technologies,Business Services,Atlanta,GA,no,33.7489924,-84.3902644
West Pharmaceutical Services,Health Care,Exton,PA,no,40.0289955,-75.6207651
Green Plains,Energy,Omaha,NE,no,41.2587459,-95.9383758
Cracker Barrel Old Country Store,"Hotels, Restaurants & Leisure",Lebanon,TN,yes,36.2079779,-86.2910945
Virtu Financial,Financials,New York,NY,no,40.7127281,-74.0060152
Teleflex,Health Care,Wayne,PA,no,40.0440149,-75.3878616
Zynga,Media,San Francisco,CA,no,37.7790262,-122.419906
ATI,Materials,Pittsburgh,PA,no,40.4416941,-79.9900861
AppLovin,Technology,Palo Alto,CA,no,37.4443293,-122.1598465
Waters,Technology,Milford,MA,no,42.1413353,-71.5192019
Mutual of America Life Insurance,Financials,New York,NY,no,40.7127281,-74.0060152
Hovnanian Enterprises,Engineering & Construction,Matawan,NJ,no,40.41483,-74.2295891
Amica Mutual Insurance,Financials,Lincoln,RI,no,41.9529237,-71.4663863
Caleres,Retailing,St. Louis,MO,yes,38.6280278,-90.1910154
FTI Consulting,Business Services,Washington,DC,no,38.8950368,-77.0365427
Overstock.com,Retailing,Midvale,UT,no,40.6149174,-111.9106607
Visteon,Motor Vehicles & Parts,Van Buren Township,MI,no,42.2207982,-83.4841464
G-III Apparel Group,Apparel,New York,NY,no,40.7127281,-74.0060152
ITT,Industrials,White Plains,NY,no,41.0339862,-73.7629097
IDEX,Industrials,Northbrook,IL,no,42.128704,-87.8265089
Popular,Financials,Hato Rey,PR,no,18.4205935,-66.0500559
Roku,Media,San Jose,CA,no,37.3361663,-121.890591
Schnitzer Steel Industries,Materials,Portland,OR,yes,45.5202471,-122.674194
Brookdale Senior Living,Health Care,Brentwood,TN,yes,36.0325687,-86.7825235
Werner Enterprises,Transportation,Omaha,NE,no,41.2587459,-95.9383758
Americold Realty Trust,Financials,Atlanta,GA,no,33.7489924,-84.3902644
SkyWest,Transportation,St. George,UT,no,37.104153,-113.5841313
Primerica,Financials,Duluth,GA,no,34.0028569,-84.1441046
McAfee,Technology,San Jose,CA,no,37.3361663,-121.890591
Nu Skin Enterprises,Household Products,Provo,UT,no,40.2337289,-111.6587085
Copart,Retailing,Dallas,TX,no,32.7762719,-96.7968559
PROG Holdings,Financials,Draper,UT,no,40.5247777,-111.8627989
Splunk,Technology,San Francisco,CA,no,37.7790262,-122.419906
MRC Global,Energy,Houston,TX,no,29.7589382,-95.3676974
Stericycle,Business Services,Bannockburn,IL,yes,42.1933581,-87.8664579
Maxim Integrated Products,Technology,San Jose,CA,no,37.3361663,-121.890591
Ensign Group,Health Care,San Juan Capistrano,CA,no,33.5016932,-117.6625509
SM Energy,Energy,Denver,CO,no,39.7392364,-104.984862
Kaiser Aluminum,Materials,Foothill Ranch,CA,no,37.7501183,-121.4560477
Federated Mutual Insurance,Financials,Owatonna,MN,no,44.0839937,-93.2261076
F5,Technology,Seattle,WA,no,47.6038321,-122.330062
Steelcase,Household Products,Grand Rapids,MI,yes,42.9632425,-85.6678639
Encore Wire,Industrials,McKinney,TX,no,33.1976496,-96.6154471
Guess,Retailing,Los Angeles,CA,no,34.0536909,-118.242766
Playtika Holding,Media,Henderson,NV,no,36.0301134,-114.9826194
Pinterest,Technology,San Francisco,CA,no,37.7790262,-122.419906
WeWork,Financials,New York,NY,no,40.7127281,-74.0060152
ManTech International,Technology,Herndon,VA,no,38.9695316,-77.3859479
BrightView Holdings,Business Services,Blue Bell,PA,no,40.152331,-75.266289
NortonLifeLock,Technology,Tempe,AZ,no,33.4255117,-111.9400164
Deckers Outdoor,Apparel,Goleta,CA,no,34.4358295,-119.8276389
Griffon,Materials,New York,NY,no,40.7127281,-74.0060152
AMC Entertainment Holdings,Media,Leawood,KS,no,38.966673,-94.6169012
Curtiss-Wright,Industrials,Davidson,NC,yes,35.4992614,-80.8485218
MYR Group,Engineering & Construction,Henderson,CO,no,39.9205405,-104.8658084
Kontoor Brands,Apparel,Greensboro,NC,no,36.0726355,-79.7919754
Liberty Energy,Energy,Denver,CO,no,39.7392364,-104.984862
Knights of Columbus,Financials,New Haven,CT,no,41.3082138,-72.9250518
AdaptHealth,Health Care,Plymouth Meeting,PA,no,40.102332,-75.2743467
MillerKnoll,Household Products,Zeeland,MI,yes,42.8124349,-86.0288167
Equity Residential,Financials,Chicago,IL,no,41.8755616,-87.6244212
DexCom,Health Care,San Diego,CA,no,32.7174202,-117.1627728
Rollins,Business Services,Atlanta,GA,no,33.7489924,-84.3902644
Genesco,Retailing,Nashville,TN,yes,36.1622767,-86.7742984
Bruker,Technology,Billerica,MA,no,42.5584264,-71.268947
Joann,Retailing,Hudson,OH,no,41.240056,-81.440667
Wolverine World Wide,Apparel,Rockford,MI,no,43.119721,-85.559604
Gray Television,Media,Atlanta,GA,no,33.7489924,-84.3902644
Affiliated Managers Group,Financials,West Palm Beach,FL,no,26.715364,-80.0532942
Summit Materials,Materials,Denver,CO,yes,39.7392364,-104.984862
SLM,Financials,Newark,DE,no,39.6775927,-75.7630866
Belden,Industrials,St. Louis,MO,no,38.6280278,-90.1910154
Allison Transmission Holdings,Motor Vehicles & Parts,Indianapolis,IN,no,39.7683331,-86.1583502
Element Solutions,Chemicals,Fort Lauderdale,FL,no,26.1223084,-80.1433786
Portland General Electric,Energy,Portland,OR,yes,45.5202471,-122.674194
REV Group,Motor Vehicles & Parts,Brookfield,WI,no,43.0578479,-88.1261984
Acadia Healthcare,Health Care,Franklin,TN,no,35.925206,-86.8689419
Alexandria Real Estate Equities,Financials,Pasadena,CA,no,49.0139234,-57.5986531
Nordson,Industrials,Westlake,OH,no,41.4553232,-81.9179174
NewMarket,Chemicals,Richmond,VA,no,37.5385087,-77.43428
Ohio National Mutual,Financials,Cincinnati,OH,yes,39.1014537,-84.5124602
Stepan,Chemicals,Northbrook,IL,no,42.128704,-87.8265089
Valhi,Chemicals,Dallas,TX,no,32.7762719,-96.7968559
Hilton Grand Vacations,"Hotels, Restaurants & Leisure",Orlando,FL,no,28.5421109,-81.3790304
Cooper-Standard Holdings,Motor Vehicles & Parts,Northville,MI,no,42.4310816,-83.4832339
Etsy,Technology,Brooklyn,NY,no,42.3442482,-75.1704468
Crocs,Apparel,Broomfield,CO,no,39.9403995,-105.05208
Olympic Steel,Materials,Highland Hills,OH,no,41.448387,-81.51901
Signature Bank,Financials,New York,NY,no,40.7127281,-74.0060152
SBA Communications,Financials,Boca Raton,FL,no,26.3586885,-80.0830984
Murphy Oil,Energy,Houston,TX,no,29.7589382,-95.3676974
Entegris,Technology,Billerica,MA,no,42.5584264,-71.268947
AvalonBay Communities,Financials,Arlington,VA,no,38.8903961,-77.0841585
Saia,Transportation,Johns Creek,GA,no,34.0181557,-84.190196
E.W. Scripps,Media,Cincinnati,OH,no,39.1014537,-84.5124602
TTEC Holdings,Technology,Englewood,CO,no,39.6482059,-104.9879641
Sun Communities,Financials,Southfield,MI,no,42.4733689,-83.2218731
Alpha Metallurgical Resources,Energy,Bristol,TN,no,36.5945034,-82.1885212
GEO Group,Business Services,Boca Raton,FL,no,26.3586885,-80.0830984
Viasat,Technology,Carlsbad,CA,no,33.1580933,-117.3505966
Benchmark Electronics,Technology,Tempe,AZ,no,33.4255117,-111.9400164
Kar Auction Services,Wholesalers,Carmel,IN,no,39.9788017,-86.1189257
TTM Technologies,Technology,Santa Ana,CA,no,33.7494951,-117.8732213
Kirby,Transportation,Houston,TX,no,29.7589382,-95.3676974
Woodward,Aerospace & Defense,Fort Collins,CO,no,40.5508527,-105.0668085
Clear Channel Outdoor Holdings,Business Services,San Antonio,TX,no,29.4246002,-98.4951405
Spire,Energy,St. Louis,MO,yes,38.6280278,-90.1910154
Vista Outdoor,Business Services,Anoka,MN,no,45.1977428,-93.3871758
Surgery Partners,Health Care,Brentwood,TN,no,36.0325687,-86.7825235
LHC Group,Health Care,Lafayette,LA,no,30.2043259,-92.0298813
Amedisys,Health Care,Baton Rouge,LA,no,30.4494155,-91.1869659
Century Aluminum,Materials,Chicago,IL,no,41.8755616,-87.6244212
Arch Resources,Energy,St. Louis,MO,no,38.6280278,-90.1910154
Aerojet Rocketdyne Holdings,Aerospace & Defense,El Segundo,CA,yes,33.917028,-118.4156337
Sleep Number,Retailing,Minneapolis,MN,yes,44.9772995,-93.2654692
HNI,Household Products,Muscatine,IA,no,41.4246132,-91.0436508
Pure Storage,Technology,Mountain View,CA,no,49.133333,-113.6
TrueBlue,Business Services,Tacoma,WA,no,47.2455013,-122.438329
Party City Holdco,Retailing,Elmsford,NY,no,41.0550969,-73.8201338
Dun & Bradstreet Holdings,Business Services,Jacksonville,FL,no,30.3321838,-81.655651
Dropbox,Technology,San Francisco,CA,no,37.7790262,-122.419906
New Jersey Resources,Energy,Wall,NJ,no,40.1743052,-74.0902219
Acushnet Holdings,"Hotels, Restaurants & Leisure",Fairhaven,MA,no,41.6376043,-70.9036487
Harsco,Business Services,Camp Hill,PA,no,40.2398118,-76.9199742
Beazer Homes USA,Engineering & Construction,Atlanta,GA,no,33.7489924,-84.3902644
Chemed,Health Care,Cincinnati,OH,no,39.1014537,-84.5124602
Genesis Energy,Energy,Houston,TX,no,29.7589382,-95.3676974
BWX Technologies,Aerospace & Defense,Lynchburg,VA,no,37.4137536,-79.1422464
Vizio Holding,Industrials,Irvine,CA,no,33.6856969,-117.8259819
1-800-Flowers.com,Retailing,Jericho,NY,no,40.7920441,-73.5398476
Cowen,Financials,New York,NY,no,40.7127281,-74.0060152
Ashland,Chemicals,Wilmington,DE,no,39.7459468,-75.546589
DocuSign,Technology,San Francisco,CA,no,37.7790262,-122.419906
