lat,long,Company,Revenue_2021,Revenue_per_change_2021,Profits_in_millions_2021,Market_value_2021,Employees_2021,Revenue_2022,Revenue_per_change_2022,Profits_in_millions_2022,Market_value_2022,Employees_2022,Sector,City,State,Ceo_woman
41.083064,-81.518485,Goodyear Tire & Rubber,12321,-0.164,-1254,4099.1,62000,17478,41.9,764,4029.3,72000,Motor Vehicles & Parts,Akron,OH,no
37.7790262,-122.419906,Uber Technologies,11139,-0.213,-6768,101438,22800,17455,56.7,-496,69753,29300,Technology,San Francisco,CA,no
40.7127281,-74.0060152,Colgate-Palmolive,16471,0.05,2695,66810.3,34200,17421,5.8,2166,63742.2,33800,Household Products,New York,NY,no
41.6612104,-72.7795419,Stanley Black & Decker,14534.6,0.006,1233.8,32152.4,58350,17252.7,18.7,1689.2,22843.3,71300,Household Products,New Britain,CT,no
39.7459468,-75.546589,DuPont,20397,-0.052,-2951,41308.1,34000,17160,-15.9,6467,37739.7,28000,Chemicals,Wilmington,DE,no
42.291707,-85.5872286,Stryker,14351,-0.036,1599,91665.1,43000,17108,19.2,1994,100978.1,46000,Health Care,Kalamazoo,MI,no
26.8815475,-80.0539253,NextEra Energy,17997,-0.063,2919,148304.9,14900,17069,-5.2,3573,166264.1,15000,Energy,Juno Beach,FL,no
29.7589382,-95.3676974,Targa Resources,8260.3,-0.047,-1553.9,7259.8,2372,16949.8,105.2,71.2,17243.8,2430,Energy,Houston,TX,no
37.3361663,-121.890591,Western Digital,16736,0.01,-250,20432,63800,16922,1.1,821,15536.4,65600,Technology,San Jose,CA,no
40.4416941,-79.9900861,PPG Industries,13834,-0.087,1059,35603.6,46900,16802,21.5,1439,30951.9,49300,Chemicals,Pittsburgh,PA,no
39.9622601,-83.0007065,American Electric Power,14918.5,-0.041,2200.1,42067.3,16787,16792,12.6,2488.1,50338.6,16688,Energy,Columbus,OH,no
37.7790262,-122.419906,Gap,13800,-0.158,-665,11164.9,117000,16670,20.8,256,5206.6,97000,Retailing,San Francisco,CA,no
38.661953,-90.5643258,Reinsurance Group of America,14596,0.021,415,8568,3600,16658,14.1,617,7354.6,3500,Financials,Chesterfield,MO,yes
29.7589382,-95.3676974,Kinder Morgan,11700,-0.114,119,37703.1,10524,16610,42,1784,42878.1,10529,Energy,Houston,TX,no
36.1563122,-95.9927516,Oneok,8542.2,-0.16,612.8,22542.9,2886,16540.3,93.6,1499.7,31516,2847,Energy,Tulsa,OK,no
47.6038321,-122.330062,Expeditors Intl. of Washington,10116.5,0.237,696.1,18166.7,17480,16523.5,72.4,1415.5,17268.8,19070,Transportation,Seattle,WA,no
37.3541132,-121.955174,Advanced Micro Devices,9763,0.45,2490,95346.7,12600,16434,68.3,3162,177936.1,15500,Technology,Santa Clara,CA,yes
43.0578479,-88.1261984,Fiserv,14852,0.458,958,79692.5,44000,16226,9.3,1334,66132.8,44000,Business Services,Brookfield,WI,no
40.7127281,-74.0060152,Estée Lauder,14294,-0.038,684,105508.6,48000,16215,13.4,2870,97672.1,53320,Household Products,New York,NY,no
40.7127281,-74.0060152,Bank of New York Mellon,16940,-0.186,3617,41471,48500,16158,-4.6,3759,40056.7,49100,Financials,New York,NY,no
36.0956918,-79.4377991,Laboratory Corp. of America,13978.5,0.21,1556.1,24890.9,68780,16120.9,15.3,2377.3,24625.8,71725,Health Care,Burlington,NC,no
41.0762077,-73.8587461,Regeneron Pharmaceuticals,8497.1,0.081,3513.2,50688.4,9123,16071.7,89.1,8075.3,75806,10368,Health Care,Tarrytown,NY,no
29.7589382,-95.3676974,Cheniere Energy,9358,-0.038,-85,18256.6,1519,15864,69.5,-2343,35272.3,1550,Energy,Houston,TX,no
32.7762719,-96.7968559,Southwest Airlines,9048,-0.597,-3074,36066.8,56537,15790,74.5,977,27129.3,55093,Transportation,Dallas,TX,no
37.3361663,-121.890591,Adobe,12868,0.152,5260,227226.9,22516,15785,22.7,4822,215280.5,25988,Technology,San Jose,CA,no
41.0534302,-73.5387341,Synchrony Financial,16472,-0.154,1385,23740.6,16500,15752,-4.4,4221,18145.5,18000,Financials,Stamford,CT,no
39.7683331,-86.1583502,Corteva,14217,0.027,681,34528.5,21000,15655,10.1,1759,41774.9,21000,"Food, Beverages & Tobacco",Indianapolis,IN,no
30.3321838,-81.655651,Fidelity National Financial,10778,0.273,1427,11838.9,27058,15643,45.1,2422,13849.6,28290,Financials,Jacksonville,FL,no
42.3315509,-83.0466403,DTE Energy,12177,-0.039,1368,25792.8,10600,15369,26.2,907,25614.6,10300,Energy,Detroit,MI,no
33.2115087,-92.6650144,Murphy USA,9504.3,-0.215,386.1,3900.8,7400,15318.8,61.2,396.9,4888.6,10430,Retailing,El Dorado,AR,no
29.7589382,-95.3676974,Halliburton,14445,-0.355,-2945,19070.1,40000,15295,5.9,1457,34028.9,40000,Energy,Houston,TX,no
40.8206555,-74.2937595,Automatic Data Processing,14589.8,0.029,2466.5,80653.9,58000,15005.4,2.8,2598.5,95577.1,56000,Business Services,Roseland,NJ,no
34.0676169,-118.0879763,Edison International,13578,0.1,739,22229.3,13209,14905,9.8,759,26693.8,13003,Energy,Rosemead,CA,no
47.6038321,-122.330062,Nordstrom,10715,-0.31,-690,5974.8,62000,14789,38,178,4321.3,72000,Retailing,Seattle,WA,no
40.7127281,-74.0060152,Loews,12583,-0.157,-931,13698.3,12200,14657,16.5,1578,15971.3,10340,Financials,New York,NY,no
32.8295183,-96.9442177,Pioneer Natural Resources,6685,-0.283,-200,34397.3,1853,14643,119,2118,60728.3,1932,Energy,Irving,TX,no
35.1460249,-90.0517638,AutoZone,12632,0.065,1733,30946.3,80000,14629.6,15.8,2170.3,40582.6,85050,Retailing,Memphis,TN,no
37.5482697,-121.988571,Lam Research,10044.7,0.041,2251.8,85064.7,11300,14626.2,45.6,3908.5,74996.7,14100,Technology,Fremont,CA,no
42.0700662,-87.8114044,Illinois Tool Works,12574,-0.109,2109,70106.7,43000,14455,15,2694,65311.9,45000,Industrials,Glenview,IL,no
41.4996574,-81.6936772,Parker-Hannifin,13695.5,-0.044,1206.3,40716.1,50520,14347.6,4.8,1746.1,36456.8,54640,Industrials,Cleveland,OH,no
40.7127281,-74.0060152,Omnicom Group,13171.1,-0.119,945.4,15946.2,64100,14289.4,8.5,1407.8,17565.7,71700,Business Services,New York,NY,no
41.5910323,-93.6046655,Principal Financial,14741.7,-0.091,1395.8,16345.9,17400,14262.7,-3.2,1710.6,19176.7,18600,Financials,Des Moines,IA,no
37.5385087,-77.43428,Dominion Energy,16128,-0.027,-401,61224,17300,14218,-11.8,3288,68883,17100,Energy,Richmond,VA,no
42.3192548,-85.1824269,Kellogg,13770,0.014,1251,21544.5,31000,14181,3,1488,21890.2,31000,"Food, Beverages & Tobacco",Battle Creek,MI,no
32.8295183,-96.9442177,Fluor,15884.2,-0.096,-435,3252.4,43717,14156.8,-10.9,-440.2,4051.7,40582,Engineering & Construction,Irving,TX,no
32.7762719,-96.7968559,AECOM,16390.8,-0.188,-186.4,9469.8,54000,14112.4,-13.9,173.2,10856.5,51000,Engineering & Construction,Dallas,TX,no
34.0536909,-118.242766,Reliance Steel & Aluminum,8811.9,-0.197,369.1,9685.9,13000,14093.3,59.9,1413,11313.5,13950,Materials,Los Angeles,CA,no
32.7762719,-96.7968559,Jacobs Engineering Group,13578.2,-0.122,491.8,16816.2,53500,14092.6,3.8,477,17807.4,53500,Engineering & Construction,Dallas,TX,no
42.1435257,-77.0543408,Corning,11303,-0.017,512,33466.3,50110,14082,24.6,1906,31212.8,61200,Industrials,Corning,NY,no
39.6482059,-104.9879641,Qurate Retail,14177,0.053,1204,4880.5,26424,14044,-0.9,340,1807.4,26745,Retailing,Englewood,CO,no
33.7489924,-84.3902644,PulteGroup,11036.1,0.081,1406.8,13869.1,5249,13926.9,26.2,1946.3,10115.7,6182,Engineering & Construction,Atlanta,GA,no
30.3321838,-81.655651,Fidelity National Information Services,12552,0.215,158,87336.9,62000,13877,10.6,417,61215.1,65000,Business Services,Jacksonville,FL,no
35.996653,-78.9018053,IQVIA Holdings,11359,0.024,279,37034.4,70000,13874,22.1,966,44140.8,79000,Health Care,Durham,NC,no
38.9814093,-77.1178538,Marriott International,10571,-0.496,-267,48220.2,121000,13857,31.1,1099,57514.9,120000,"Hotels, Restaurants & Leisure",Bethesda,MD,no
37.970495,-87.5715641,Berry Global Group,11709,0.319,559,8221.1,47000,13850,18.3,733,7832.4,47000,Materials,Evansville,IN,no
39.8366528,-105.0372046,Ball,11781,0.027,585,27800.5,21500,13811,17.2,878,28909.1,24300,Materials,Westminster,CO,no
29.7589382,-95.3676974,Group 1 Automotive,10851.8,-0.099,286.5,2855.3,12337,13801.7,27.2,552.1,2859.9,13711,Retailing,Houston,TX,no
38.9583737,-77.3579805,Leidos Holdings,12297,0.108,628,13608.8,39000,13737,11.7,753,14727.7,43000,Technology,Reston,VA,no
42.3554334,-71.060511,Wayfair,14145.2,0.55,185,32644.7,16122,13708,-3.1,-131,11641.6,16681,Retailing,Boston,MA,no
40.7127281,-74.0060152,Consolidated Edison,12246,-0.026,1101,25613,14071,13676,11.7,1346,33525.3,13871,Energy,New York,NY,no
44.9772995,-93.2654692,Ameriprise Financial,11958,-0.087,1534,27103.5,12300,13443,12.4,2760,33213,12000,Financials,Minneapolis,MN,no
37.1968298,-93.2946576,O'Reilly Automotive,11604.5,0.143,1752.3,35460.8,70179,13327.6,14.8,2164.7,45410.4,76158,Retailing,Springfield,MO,no
42.3756401,-71.2358004,Global Partners,8321.6,-0.364,102.2,726.1,2958,13248.3,59.2,60.8,927.1,2960,Wholesalers,Waltham,MA,no
42.1676068,-87.8970986,Discover Financial Services,12953,-0.074,1141,29099.7,17600,13221,2.1,5449,31076.7,16700,Financials,Riverwoods,IL,no
42.3315509,-83.0466403,Rocket Companies,15980.7,2.043,198,45821,24000,13175.6,-17.6,308.2,21905.9,26000,Financials,Detroit,MI,no
41.8755616,-87.6244212,LKQ,11628.8,-0.07,638.4,12801.2,44000,13088.5,12.6,1090.9,12941.4,46000,Wholesalers,Chicago,IL,no
42.2586461,-87.8407055,W.W. Grainger,11797,0.027,695,20985.1,22450,13022,10.4,1043,26358,23450,Wholesalers,Lake Forest,IL,no
29.7589382,-95.3676974,Quanta Services,11202.7,-0.075,445.6,12173.4,35800,12980.2,15.9,486,18779.5,43700,Engineering & Construction,Houston,TX,no
40.245664,-74.8459972,Crown Holdings,11575,-0.008,579,13091.9,33264,12979,12.1,-560,15460.6,26000,Materials,Yardley,PA,no
40.7127281,-74.0060152,Fox,12303,0.08,999,21022.2,9000,12909,4.9,2150,21423.2,9000,Media,New York,NY,no
37.6659781,-77.506374,Markel,9735.1,0.022,816,15699.6,18900,12846.4,32,2425,20037.5,20300,Financials,Glen Allen,VA,no
33.4255117,-111.9400164,Carvana,5586.6,0.418,-171.1,45475.4,10400,12814,129.4,-135,19549.5,21000,Retailing,Tempe,AZ,no
41.0264862,-73.6284598,XPO Logistics,16252,-0.024,110,12601.7,119750,12806,-21.2,336,8356.9,44700,Transportation,Greenwich,CT,no
42.1711365,-87.8445119,Baxter International,11673,0.027,1102,42656.8,50000,12784,9.5,1284,39017.9,60000,Health Care,Deerfield,IL,no
44.9497487,-93.0931028,Ecolab,12748.7,-0.145,-1205.1,61240.7,44000,12733.1,-0.1,1129.9,50548.4,47000,Chemicals,St. Paul,MN,no
36.0325687,-86.7825235,Tractor Supply,10620.4,0.272,749,20576.8,32000,12731.1,19.9,997.1,26171.6,34000,Retailing,Brentwood,TN,no
41.5628294,-83.6538244,Andersons,8208.4,0.005,7.7,921.9,2294,12728.8,55.1,104,1708.2,2334,"Food, Beverages & Tobacco",Maumee,OH,no
42.5048167,-71.1956111,Keurig Dr Pepper,11618,0.045,1325,48367.8,27000,12683,9.2,2146,53748.2,27500,"Food, Beverages & Tobacco",Burlington,MA,no
40.0908111,-75.3832484,Universal Health Services,11558.9,0.016,944,11350.6,78550,12642.1,9.4,991.6,10843.1,78850,Health Care,King of Prussia,PA,no
30.3321838,-81.655651,CSX,10583,-0.113,2765,73230.6,19282,12522,18.3,3781,81587.8,20919,Transportation,Jacksonville,FL,no
40.7934322,-73.4151214,Henry Schein,10119.1,-0.018,403.8,9850.7,19000,12401,22.6,631.2,11960.1,21600,Health Care,Melville,NY,no
35.2272086,-80.8430827,Sonic Automotive,9767,-0.066,-51.4,2038,8100,12396.4,26.9,348.9,1728.8,10200,Retailing,Charlotte,NC,no
37.3361663,-121.890591,eBay,11351,0.051,5667,41670.5,12700,12394,9.2,13608,33641.9,10800,Technology,San Jose,CA,no
41.8239891,-71.4128343,Textron,11651,-0.145,309,12726,33000,12382,6.3,746,16090.6,33000,Aerospace & Defense,Providence,RI,no
35.925206,-86.8689419,Community Health Systems,11789,-0.108,511,1752.4,62500,12368,4.9,230,1598.6,58500,Health Care,Franklin,TN,no
27.9477595,-82.458444,Mosaic,8681.7,-0.025,666.1,11983.1,12617,12357.4,42.3,1630.6,24492.6,12525,Chemicals,Tampa,FL,no
41.6819935,-85.9766671,Thor Industries,8167.9,0.039,223,7460,22250,12317.4,50.8,659.9,4330.9,31000,Motor Vehicles & Parts,Elkhart,IN,no
40.5184013,-80.1667247,Dick's Sporting Goods,9584,0.095,530.3,6798.8,33450,12293.4,28.3,1519.9,7986.6,34300,Retailing,Coraopolis,PA,yes
39.7392364,-104.984862,Newmont,11497,0.18,2829,48282.7,14300,12222,6.3,1166,62968.1,14400,Energy,Denver,CO,no
35.4729886,-97.5170536,Devon Energy,5091,-0.309,-2680,14707.2,1400,12206,139.8,2813,39274.1,1600,Energy,Oklahoma City,OK,no
36.2553543,-94.1307587,J.B. Hunt Transport Services,9636.6,0.051,506,17765.8,30309,12168.3,26.3,760.8,21052.9,33045,Transportation,Lowell,AR,no
40.4416941,-79.9900861,Alcoa,9286,-0.11,-170,6053.6,12900,12152,30.9,429,16603.4,12200,Materials,Pittsburgh,PA,no
39.9527237,-75.1635262,Aramark,12829.6,-0.209,-461.5,9595.3,209325,12096,-5.7,-90.8,9655.5,248300,Business Services,Philadelphia,PA,no
32.8295183,-96.9442177,Vistra,11443,-0.031,636,8512,5365,12077,5.5,-1274,10434.7,5060,Energy,Irving,TX,no
42.3554334,-71.060511,State Street,12078,-0.08,2420,29553.6,39439,12030,-0.4,2693,31891.8,38784,Financials,Boston,MA,no
35.0457219,-85.3094883,Unum Group,13162.1,0.097,793,5669.8,10500,12013.8,-8.7,824.2,6382.8,10200,Financials,Chattanooga,TN,no
40.7127281,-74.0060152,Alleghany,8896.7,-0.016,101.8,8750.3,10407,12004.1,34.9,1034.9,11396.1,13313,Financials,New York,NY,no
42.3459271,-71.5522874,Boston Scientific,9913,-0.077,-82,54903,38000,11888,19.9,1041,63310.2,41000,Health Care,Marlborough,MA,no
29.9759983,-90.0782127,Entergy,10113.6,-0.07,1388.3,20000.3,13400,11742.9,16.1,1118.5,23760.4,12369,Energy,New Orleans,LA,no
40.7127281,-74.0060152,International Flavors & Fragrances,5084.2,-0.011,363.2,34741.5,13700,11656,129.3,270,33455.6,24000,Chemicals,New York,NY,no
39.7392364,-104.984862,DaVita,11550.6,-0.181,773.6,11790,67000,11618.8,0.6,978.5,10892.5,69000,Health Care,Denver,CO,no
40.7127281,-74.0060152,Assurant,10094.8,0.001,441.8,8208.9,13850,11410,13,1372.4,10493.1,15600,Financials,New York,NY,no
39.6482059,-104.9879641,Liberty Media,9363,-0.09,-1421,14919.2,7047,11400,21.8,398,15239.1,6886,Media,Englewood,CO,no
43.6680928,-92.9744896,Hormel Foods,9608.5,0.012,908.1,25808.3,19100,11386.2,18.5,908.8,28089.2,20000,"Food, Beverages & Tobacco",Austin,MN,no
25.9426915,-80.1218486,Icahn Enterprises,6123,-0.319,-1653,12964.7,23833,11328,85,-518,15237.1,19536,Financials,Sunny Isles Beach,FL,no
33.4484367,-112.074141,Republic Services,10153.6,-0.014,967.2,31682.5,35000,11295,11.2,1290.4,41841.7,35000,Business Services,Phoenix,AZ,no
34.502587,-84.9510542,Mohawk Industries,9552.2,-0.042,515.6,13505.2,42000,11200.6,17.3,1033.2,8081.8,43000,Household Products,Calhoun,GA,no
41.8755616,-87.6244212,Conagra Brands,11054.4,0.159,840.1,18370.6,16500,11184.7,1.2,1298.8,16103.5,18600,"Food, Beverages & Tobacco",Chicago,IL,no
33.7489924,-84.3902644,Norfolk Southern,9789,-0.133,2013,67418,20156,11142,13.8,3005,68389.3,18100,Transportation,Atlanta,GA,no
38.8903961,-77.0841585,AES,9660,-0.052,46,18180.2,8162,11141,15.3,-409,17172.1,8450,Energy,Arlington,VA,no
34.0028569,-84.1441046,AGCO,9149.7,0.012,427.1,10815.9,21426,11138.3,21.7,897,10885.3,23300,Industrials,Duluth,GA,no
39.5261206,-119.8126581,Caesars Entertainment,3474,0.374,-1757,18213.9,21000,11110,219.8,-1019,16564.6,49000,"Hotels, Restaurants & Leisure",Reno,NV,no
40.7127281,-74.0060152,Equitable Holdings,12415,0.294,-648,14207.5,12400,11036,-11.1,-439,12041.2,10000,Financials,New York,NY,no
35.7803977,-78.6390989,Advance Auto Parts,10106.3,0.041,493,12006.1,54000,10998,8.8,616.1,12644.8,54500,Retailing,Raleigh,NC,no
42.3655767,-71.1040018,Biogen,13444.6,-0.065,4000.6,42615.9,9100,10981.7,-18.3,1556.1,30950.4,9610,Health Care,Cambridge,MA,no
41.1175966,-73.4078968,Booking Holdings,6796,-0.549,59,95434.4,20199,10958,61.2,1165,96022.7,20199,Technology,Norwalk,CT,no
41.4570418,-72.8231552,Amphenol,8598.9,0.045,1203.4,39526.2,80000,10876.3,26.5,1590.8,45130.1,90000,Technology,Wallingford,CT,no
40.7899291,-74.0566735,Quest Diagnostics,9437,0.221,1431,17127.6,44500,10788,14.3,1995,16348.6,44500,Health Care,Secaucus,NJ,no
41.083064,-81.518485,FirstEnergy,10435,-0.038,1079,18871.6,12153,10758,3.1,1283,26181.6,12395,Energy,Akron,OH,no
39.7392364,-104.984862,DCP Midstream,6302,-0.174,-306,4513.1,1837,10707,69.9,391,6993.2,1788,Energy,Denver,CO,no
42.3315509,-83.0466403,Ally Financial,10780,-0.072,1085,16875.6,9500,10690,-0.8,3060,14411.6,10500,Financials,Detroit,MI,no
36.0325687,-86.7825235,Delek US Holdings,7301.8,-0.215,-608,1609,3532,10648.2,45.8,-203.5,1500.2,3312,Energy,Brentwood,TN,no
36.1563122,-95.9927516,Williams,7719,-0.059,211,28777.6,4739,10627,37.7,1517,40670.4,4783,Energy,Tulsa,OK,no
33.7489924,-84.3902644,Newell Brands,9385,-0.069,-770,11390.4,31000,10589,12.8,572,8902.4,32000,Household Products,Atlanta,GA,no
36.550238,-82.5594293,Eastman Chemical,8473,-0.086,478,15033.2,14500,10476,23.6,857,14450.1,14000,Chemicals,Kingsport,TN,no
40.6022059,-75.4712794,Air Products & Chemicals,8856.3,-0.007,1886.7,62254,19138,10323,16.6,2099.1,55409.4,20750,Chemicals,Allentown,PA,no
41.8755616,-87.6244212,Molson Coors Beverage,9654,-0.087,-949,11118.2,17000,10279.7,6.5,1005.7,11631.8,16300,"Food, Beverages & Tobacco",Chicago,IL,no
40.7127281,-74.0060152,Interpublic Group,9061,-0.114,351.1,11407.8,50200,10240.7,13,952.8,13965.9,55600,Business Services,New York,NY,no
47.6038321,-122.330062,Weyerhaeuser,7532,0.149,797,26655.3,9372,10201,35.4,2607,28315,9214,Materials,Seattle,WA,no
40.7455316,-73.9484995,Altice USA,9894.6,0.014,436.2,15393.7,8900,10090.8,2,990.3,5674.1,9000,Telecommunications,Long Island City,NY,no
27.7700475,-82.6359078,Raymond James Financial,8168,0.018,818,16877.9,14800,9910,21.3,1403,22817.5,15000,Financials,St. Petersburg,FL,no
41.1175966,-73.4078968,EMCOR Group,8797.1,-0.041,132.9,6146,33000,9903.6,12.6,383.5,5931.8,34000,Engineering & Construction,Norwalk,CT,no
42.1018764,-72.5886727,Eversource Energy,8904.4,0.044,1205.2,29728.2,9299,9863.1,10.8,1220.5,30403.2,9227,Energy,Springfield,MA,no
33.0136764,-96.6925096,Yum China Holdings,8263,-0.058,784,24892.3,271000,9853,19.2,990,17679,298500,"Hotels, Restaurants & Leisure",Plano,TX,yes
34.0028569,-84.1441046,Asbury Automotive Group,7131.8,-0.011,254.4,3798.1,7750,9837.7,37.9,532.4,3714.8,14200,Retailing,Duluth,GA,no
37.6039694,-77.3717321,Owens & Minor,8706.9,-0.098,29.9,2763,18800,9785.3,12.4,221.6,3375.6,17300,Health Care,Mechanicsville,VA,no
40.735657,-74.1723667,Public Service Enterprise Group,9603,-0.047,1905,30411.7,12788,9722,1.2,-648,35145.5,12684,Energy,Newark,NJ,no
41.0534302,-73.5387341,United Rentals,8530,-0.088,890,23819,18250,9716,13.9,1386,25643.3,20400,Business Services,Stamford,CT,no
36.1672559,-115.148516,MGM Resorts International,5162.1,-0.6,-1032.7,18805.2,48500,9680.1,87.5,1254.4,18257.9,60500,"Hotels, Restaurants & Leisure",Las Vegas,NV,no
25.7741728,-80.19362,Ryder System,8420.1,-0.057,-122.3,4072,39000,9663,14.8,519,4055.4,42800,Transportation,Miami,FL,no
49.133333,-113.6,Intuit,7679,0.132,1826,104897.1,11950,9633,25.4,2062,135987.6,17350,Technology,Mountain View,CA,no
39.3458953,-84.5605031,Cincinnati Financial,7536.3,-0.049,1216.4,16601.6,5266,9629.7,27.8,2945.6,21813.3,5166,Financials,Fairfield,OH,no
41.7936822,-88.0102281,Univar Solutions,8265,-0.125,52.9,3650.6,9457,9535.5,15.4,460.6,5459.8,9450,Wholesalers,Downers Grove,IL,no
36.9775016,-76.42977,Huntington Ingalls Industries,9361,0.052,696,8295.7,42000,9524,1.7,544,7991,44000,Aerospace & Defense,Newport News,VA,no
41.0264862,-73.6284598,W.R. Berkley,8098.9,0.025,530.7,13364.2,7495,9455.5,16.7,1022.5,17658.8,7681,Financials,Greenwich,CT,no
33.4255117,-111.9400164,Insight Enterprises,8340.6,0.079,172.6,3349.5,11006,9436.1,13.1,219.3,3745.1,11624,Technology,Tempe,AZ,yes
40.7127281,-74.0060152,News Corp.,9008,-0.106,-1269,14628.8,23500,9358,3.9,330,13127.7,24000,Media,New York,NY,no
42.3554334,-71.060511,American Tower,8041.5,0.061,1690.6,106234.5,5618,9356.9,16.4,2567.7,114527.4,6378,Financials,Boston,MA,no
41.8755616,-87.6244212,Old Republic International,7166,-0.007,558.6,6650.3,9000,9341.6,30.4,1534.3,7972.8,9600,Financials,Chicago,IL,no
40.0712218,-74.8648859,Burlington Stores,5764,-0.209,-216.5,19835.9,35246,9322.3,61.7,408.8,12112.8,38599,Retailing,Burlington,NJ,no
40.8578772,-74.4259866,Avis Budget Group,5402,-0.411,-684,5067.6,17500,9313,72.4,1285,14157,18500,Retailing,Parsippany,NJ,no
26.3586885,-80.0830984,ODP,9710,-0.088,-319,2317.1,37000,9267,-4.6,-208,2222.2,26000,Retailing,Boca Raton,FL,no
40.6976019,-74.2632024,Bed Bath & Beyond,11158.6,-0.072,-613.8,3533.4,55000,9233,-17.3,-150.8,2170.5,37600,Retailing,Union,NJ,yes
39.0168058,-94.689947,Seaboard,7126,0.042,283,4283.3,13100,9229,29.5,570,4881.6,13200,"Food, Beverages & Tobacco",Merriam,KS,no
33.7494951,-117.8732213,First American Financial,7086.7,0.143,696.4,6216.5,19597,9221,30.1,1241,7087.2,22233,Financials,Santa Ana,CA,no
33.7489924,-84.3902644,Intercontinental Exchange,8244,0.259,2089,62843.7,8890,9168,11.2,4058,74044.8,8858,Financials,Atlanta,GA,no
40.7127281,-74.0060152,PVH,7132.6,-0.28,-1136.1,7522.7,26500,9154.7,28.4,952.3,5210,25000,Apparel,New York,NY,no
40.7127281,-74.0060152,Apollo Global Management,2110.9,-0.329,156.6,10904.7,1729,9124,332.2,1838.5,37194,2153,Financials,New York,NY,no
40.7127281,-74.0060152,Jefferies Financial Group,6955.9,0.298,775.2,7524.6,4945,9039.9,30,1674.4,7933.9,5556,Financials,New York,NY,no
40.2854881,-76.6506001,Hershey,8149.7,0.02,1278.7,32765.3,16040,8971.3,10.1,1477.5,44461.5,17805,"Food, Beverages & Tobacco",Hershey,PA,yes
38.9583737,-77.3579805,NVR,7566,0.019,901.2,17318,6100,8970.1,18.6,1236.7,15010.5,6600,Engineering & Construction,Reston,VA,no
40.7127281,-74.0060152,Foot Locker,7548,-0.057,323,5809.4,33522,8958,18.7,893,2850,33244,Retailing,New York,NY,yes
41.5628294,-83.6538244,Dana,7106,-0.176,-31,3529.4,38200,8945,25.9,197,2544.4,40200,Motor Vehicles & Parts,Maumee,OH,no
42.8122508,-85.7228062,SpartanNash,9348.5,0.095,75.9,709.3,14400,8931,-4.5,73.8,1185.1,13300,Wholesalers,Byron Center,MI,no
38.6504352,-90.3362473,Olin,5758,-0.058,-969.9,6024.1,8000,8910.6,54.8,1296.7,8062,7750,Chemicals,Clayton,MO,no
26.0524224,-80.143929,Chewy,7146.3,0.474,-92.5,35176.9,18500,8890.8,24.4,-73.8,17147.3,21300,Retailing,Dania Beach,FL,no
34.0194704,-118.491227,Activision Blizzard,8086,0.246,2197,72052.1,9500,8803,8.9,2699,62559.7,9800,Media,Santa Monica,CA,no
40.1399717,-75.210095,Toll Brothers,7077.7,-0.02,446.6,6984.8,4500,8790.4,24.2,833.6,5515.4,5100,Engineering & Construction,Fort Washington,PA,no
38.8950368,-77.0365427,Carlyle Group,2934.6,-0.131,348.2,13020.2,1825,8782.1,199.3,2974.7,17427.5,1850,Financials,Washington,DC,no
39.7392364,-104.984862,Ovintiv,6087,-0.095,-6097,6219.6,1916,8658,42.2,1416,13987.5,1713,Energy,Denver,CO,no
42.9632425,-85.6678639,UFP Industries,5154,0.167,246.8,4683.3,12000,8636.1,67.6,535.6,4790.5,15000,Materials,Grand Rapids,MI,no
41.7003302,-88.0717708,Ulta Beauty,6152,-0.168,175.8,17377.1,26500,8630.9,40.3,985.8,20837.8,28500,Retailing,Bolingbrook,IL,no
42.9825634,-77.4088794,Constellation Brands,8343.5,0.028,-11.8,44247.5,9000,8614.9,3.3,1998,43763.5,9300,"Food, Beverages & Tobacco",Victor,NY,no
47.6038321,-122.330062,Expedia Group,5199,-0.569,-2612,24762,19100,8598,65.4,12,30476.5,14800,Retailing,Seattle,WA,no
35.7333312,-81.3442915,CommScope Holding,8435.9,0.011,-573.4,3124.2,30000,8586.7,1.8,-462.6,1629.7,30000,Technology,Hickory,NC,no
32.8295183,-96.9442177,Celanese,5655,-0.102,1985,17104.5,7658,8537,51,1890,15434.1,8529,Chemicals,Irving,TX,yes
33.7489924,-84.3902644,Global Payments,7423.6,0.511,584.5,59484.3,24000,8523.8,14.8,965.5,38545.6,25000,Business Services,Atlanta,GA,no
41.6529143,-83.5378173,Owens Corning,7055,-0.015,-383,9662.7,19000,8498,20.5,995,9064.7,20000,Materials,Toledo,OH,no
39.9448402,-75.1198911,Campbell Soup,9050,-0.087,1628,15232.3,14500,8476,-6.3,1002,13446.9,14100,"Food, Beverages & Tobacco",Camden,NJ,no
30.1734194,-95.504686,Huntsman,6025,-0.278,1034,6390.1,9000,8453,40.3,1045,8046.9,9000,Chemicals,The Woodlands,TX,no
37.5629997,-122.3253265,Franklin Resources,5566.5,-0.036,798.9,14960,11800,8425.5,51.4,1831.2,14019.3,10300,Financials,San Mateo,CA,yes
34.1469416,-118.2478471,Avery Dennison,6971.5,-0.014,555.9,15246.5,32000,8408.3,20.6,740.1,14327.4,36000,Materials,Glendale,CA,no
42.36837,-83.3527097,Masco,7289,-0.115,1224,15208.8,18000,8375,14.9,410,12062.7,20000,Household Products,Livonia,MI,no
